Country,City,Dish Name,Dish Details,Type,Avg Price (USD),Best For
Italy,Bologna,Tagliatelle al Ragù,Pasta with Bolognese meat sauce,Main Dish,8,Dinner
Italy,Bologna,Lasagne alla Bolognese,Layered pasta with ragù and béchamel,Main Dish,9,Dinner
Italy,Bologna,Cotoletta alla Bolognese,Veal cutlet with ham and cheese,Main Dish,10,Dinner
Italy,Bologna,Gramigna con Salsiccia,Short pasta with sausage sauce,Main Dish,7,Dinner
Italy,Bologna,Tortellini in Brodo,Meat-filled pasta in broth,Main Dish,7,Lunch
Italy,Bologna,Mortadella,Spiced pork sausage,Appetizer,4,Snack
Italy,Bologna,Crescentine,Fried dough with cured meats,Street Food,3,Snack
Italy,Bologna,Zuppa Inglese,Trifle with custard and liqueur,Dessert,3,Snack
Italy,Bologna,Torta di Riso,Rice cake with almonds,Dessert,3,Snack
Italy,Florence,Bistecca alla Fiorentina,Grilled T-bone steak from Chianina cattle,Main Dish,15,Dinner
Italy,Florence,Pappardelle al Cinghiale,Pasta with wild boar ragù,Main Dish,9,Dinner
Italy,Florence,Ribollita,Tuscan bread and vegetable soup,Main Dish,6,Lunch
Italy,Florence,Panzanella,Bread salad with tomatoes and onions,Appetizer,4,Lunch
Italy,Florence,Lampredotto,Tripe sandwich with green sauce,Street Food,5,Lunch
Italy,Florence,Cantucci,"Almond biscotti, often with Vin Santo",Dessert,3,Snack
Italy,Florence,Schiacciata,"Tuscan flatbread, plain or stuffed",Street Food,3,Snack
Italy,Florence,Crostini di Fegatini,Toasted bread with chicken liver pâté,Appetizer,4,Snack
Italy,Florence,Gelato,Creamy Italian ice cream,Dessert,3,Snack
Italy,Genoa,Trofie al Pesto,Twisted pasta with basil pesto,Main Dish,8,Dinner
Italy,Genoa,Cima Ripiena,Stuffed veal breast,Main Dish,10,Dinner
Italy,Genoa,Stoccafisso Accommodato,Stewed stockfish with potatoes,Main Dish,9,Dinner
Italy,Genoa,Acciughe Ripiene,Stuffed anchovies,Appetizer,5,Dinner
Italy,Genoa,Minestrone alla Genovese,Vegetable soup with pesto,Main Dish,6,Lunch
Italy,Genoa,Focaccia Genovese,Olive oil flatbread,Street Food,3,Snack
Italy,Genoa,Farinata,Chickpea flour pancake,Appetizer,3,Snack
Italy,Genoa,Pandolce,Sweet bread with raisins and candied fruit,Dessert,4,Snack
Italy,Genoa,Focaccia col Formaggio,Cheese-filled flatbread,Street Food,4,Snack
Italy,Milan,Risotto alla Milanese,Saffron-infused rice,Main Dish,9,Dinner
Italy,Milan,Cotoletta alla Milanese,Breaded veal cutlet,Main Dish,12,Dinner
Italy,Milan,Ossobuco,Braised veal shank with gremolata,Main Dish,14,Dinner
Italy,Milan,Cassoeula,Pork and cabbage stew,Main Dish,10,Lunch
Italy,Milan,Polenta,"Cornmeal dish, often with meat",Main Dish,6,Lunch
Italy,Milan,Panettone,Sweet bread with candied fruit,Dessert,5,Snack
Italy,Milan,Gorgonzola,Creamy blue cheese,Appetizer,4,Snack
Italy,Milan,Mondeghili,Fried meatballs from leftovers,Appetizer,5,Snack
Italy,Milan,Negroni Sbagliato,"Campari, vermouth, and prosecco",Dessert,6,Snack
Italy,Naples,Pizza Margherita,"Tomato, mozzarella, and basil pizza",Main Dish,6,Dinner
Italy,Naples,Spaghetti alle Vongole,Pasta with clams and garlic,Main Dish,9,Dinner
Italy,Naples,Impepata di Cozze,Peppered mussels,Main Dish,7,Dinner
Italy,Naples,Ragù Napoletano,Slow-cooked meat sauce with pasta,Main Dish,8,Lunch
Italy,Naples,Pizza Fritta,Fried pizza with ricotta and pork,Street Food,4,Lunch
Italy,Naples,Sfogliatella,Layered pastry with ricotta filling,Dessert,2,Snack
Italy,Naples,Frittatina,Fried pasta with béchamel and peas,Street Food,3,Snack
Italy,Naples,Pastiera,Ricotta and wheat pie with orange blossom,Dessert,3,Snack
Italy,Naples,Babà al Rum,Rum-soaked yeast cake,Dessert,2,Snack
Italy,Palermo,Granita,Flavored shaved ice with brioche,Dessert,3,Breakfast
Italy,Palermo,Pasta con le Sarde,Pasta with sardines and fennel,Main Dish,8,Dinner
Italy,Palermo,Sarde a Beccafico,Baked sardines with breadcrumbs,Main Dish,7,Dinner
Italy,Palermo,Spaghetti ai Ricci,Pasta with sea urchins,Main Dish,10,Dinner
Italy,Palermo,Caponata,Sweet and sour eggplant stew,Appetizer,4,Lunch
Italy,Palermo,Pane con la Milza,Spleen sandwich,Street Food,4,Lunch
Italy,Palermo,Arancini,Fried rice balls with meat or cheese,Street Food,3,Snack
Italy,Palermo,Cassata,Sponge cake with ricotta and candied fruit,Dessert,4,Snack
Italy,Palermo,Cannoli,Fried pastry tubes with ricotta filling,Dessert,3,Snack
Italy,Rome,Spaghetti Carbonara,"Pasta with guanciale, egg, Pecorino Romano, and black pepper",Main Dish,8,Dinner
Italy,Rome,Cacio e Pepe,Spaghetti with Pecorino Romano and black pepper,Main Dish,7,Dinner
Italy,Rome,Saltimbocca alla Romana,Veal with prosciutto and sage in white wine,Main Dish,10,Dinner
Italy,Rome,Amatriciana,"Pasta with guanciale, tomato, and Pecorino",Main Dish,8,Dinner
Italy,Rome,Coda alla Vaccinara,Oxtail stew with tomatoes and celery,Main Dish,9,Lunch
Italy,Rome,Pizza al Taglio,Thick-crusted pizza by the slice,Street Food,3,Lunch
Italy,Rome,Carciofi alla Giudia,Deep-fried artichokes,Appetizer,5,Lunch
Italy,Rome,Supplì,Fried rice balls with mozzarella,Street Food,2,Snack
Italy,Rome,Tiramisù,Coffee-soaked ladyfingers with mascarpone cream,Dessert,4,Snack
Italy,Turin,Agnolotti del Plin,Small meat-filled pasta with sage butter,Main Dish,9,Dinner
Italy,Turin,Vitello Tonnato,Veal covered with tuna-flavored sauce,Main Dish,10,Dinner
Italy,Turin,Bagna Cauda,Warm garlic-anchovy dip with vegetables,Appetizer,6,Dinner
Italy,Turin,Brasato al Barolo,Beef braised in Barolo wine,Main Dish,12,Dinner
Italy,Turin,Tajarin al Tartufo,Thin pasta with truffle,Main Dish,14,Dinner
Italy,Turin,Gianduiotti,Hazelnut chocolate pralines,Dessert,3,Snack
Italy,Turin,Panna Cotta,Creamy dessert with fruit coulis,Dessert,4,Snack
Italy,Turin,Bicerin,"Layered coffee, chocolate, and cream drink",Dessert,5,Snack
Italy,Turin,Grissini,Crunchy breadsticks,Appetizer,2,Snack
Italy,Venice,Risotto al Nero di Seppia,Black squid ink risotto,Main Dish,10,Dinner
Italy,Venice,Bigoli in Salsa,Thick pasta with anchovy sauce,Main Dish,8,Dinner
Italy,Venice,Fegato alla Veneziana,Calf’s liver with onions,Main Dish,9,Dinner
Italy,Venice,Polenta e Schie,Polenta with tiny shrimp,Main Dish,8,Dinner
Italy,Venice,Sarde in Saor,Sweet and sour sardines with onions,Appetizer,6,Lunch
Italy,Venice,Risi e Bisi,Rice and pea soup,Main Dish,6,Lunch
Italy,Venice,Cicchetti,Small tapas-like snacks,Appetizer,3,Snack
Italy,Venice,Tiramisù,Coffee and mascarpone dessert,Dessert,4,Snack
Italy,Venice,Bussolai,Ring-shaped cookies,Dessert,2,Snack
Jordan,Ajloun,Foul,Fava beans with garlic,Breakfast Dish,2,Breakfast
Jordan,Ajloun,Mansaf,Lamb with yogurt sauce and rice,Main Dish,10,Dinner
Jordan,Ajloun,Maqluba,Upside-down rice dish,Main Dish,9,Dinner
Jordan,Ajloun,Zarb,Meat and vegetables in underground oven,Main Dish,12,Dinner
Jordan,Ajloun,Musakhan,Chicken with sumac and onions,Main Dish,8,Lunch
Jordan,Ajloun,Falafel,Fried chickpea patties,Street Food,2,Snack
Jordan,Ajloun,Knafeh,Cheese pastry with syrup,Dessert,3,Snack
Jordan,Ajloun,Hummus,Chickpea dip with bread,Appetizer,2,Snack
Jordan,Ajloun,Baklava,Nuts in layered pastry with syrup,Dessert,3,Snack
Jordan,Amman,Foul,Fava beans with garlic and olive oil,Breakfast Dish,2,Breakfast
Jordan,Amman,Mansaf,"Lamb cooked in fermented yogurt sauce, served with rice",Main Dish,10,Dinner
Jordan,Amman,Maqluba,"Upside-down rice dish with chicken, eggplant, and potatoes",Main Dish,9,Dinner
Jordan,Amman,Zarb,Meat and vegetables slow-cooked in an underground oven,Main Dish,12,Dinner
Jordan,Amman,Musakhan,Roasted chicken with sumac and onions on flatbread,Main Dish,8,Lunch
Jordan,Amman,Shawarma,Sliced meat in pita with garlic sauce,Street Food,3,Lunch
Jordan,Amman,Falafel,Deep-fried chickpea balls with tahini,Street Food,2,Snack
Jordan,Amman,Knafeh,"Shredded pastry with cheese or cream, soaked in syrup",Dessert,3,Snack
Jordan,Amman,Hummus,Chickpea dip with olive oil and spices,Appetizer,2,Snack
Jordan,Aqaba,Foul,Fava beans with tahini,Breakfast Dish,2,Breakfast
Jordan,Aqaba,Sayadiyah,Fish with spiced rice and caramelized onions,Main Dish,8,Dinner
Jordan,Aqaba,Grilled Red Mullet,Fresh fish with lemon and herbs,Main Dish,7,Dinner
Jordan,Aqaba,Makmoura,Layered dough with chicken and onions,Main Dish,6,Dinner
Jordan,Aqaba,Grilled Shrimp,Fresh shrimp with garlic and spices,Main Dish,9,Dinner
Jordan,Aqaba,Shorba,Lentil soup with cumin,Appetizer,2,Lunch
Jordan,Aqaba,Knafeh,Sweet cheese pastry with syrup,Dessert,3,Snack
Jordan,Aqaba,Samboosa,Fried pastries with meat or cheese,Appetizer,2,Snack
Jordan,Aqaba,Halawa,Sesame paste sweet with pistachios,Dessert,2,Snack
Jordan,Irbid,Foul,Fava beans with spices,Breakfast Dish,2,Breakfast
Jordan,Irbid,Mansaf,Lamb in yogurt sauce with rice,Main Dish,10,Dinner
Jordan,Irbid,Maqluba,Rice with chicken and vegetables,Main Dish,9,Dinner
Jordan,Irbid,Musakhan,Chicken with sumac on flatbread,Main Dish,8,Lunch
Jordan,Irbid,Shawarma,Sliced meat in pita,Street Food,3,Lunch
Jordan,Irbid,Falafel,Fried chickpea balls in pita,Street Food,2,Snack
Jordan,Irbid,Knafeh,Cheese-filled pastry with syrup,Dessert,3,Snack
Jordan,Irbid,Hummus,Chickpea dip with bread,Appetizer,2,Snack
Jordan,Irbid,Qatayef,Stuffed pancakes with nuts,Dessert,3,Snack
Jordan,Jerash,Foul,Fava beans with olive oil,Breakfast Dish,2,Breakfast
Jordan,Jerash,Mansaf,Lamb with yogurt sauce and rice,Main Dish,10,Dinner
Jordan,Jerash,Maqluba,Upside-down rice and meat dish,Main Dish,9,Dinner
Jordan,Jerash,Zarb,Underground-cooked meat and vegetables,Main Dish,12,Dinner
Jordan,Jerash,Musakhan,Chicken with sumac on flatbread,Main Dish,8,Lunch
Jordan,Jerash,Shawarma,Meat in pita with garlic sauce,Street Food,3,Lunch
Jordan,Jerash,Falafel,Fried chickpea balls with tahini,Street Food,2,Snack
Jordan,Jerash,Knafeh,Cheese pastry with syrup,Dessert,3,Snack
Jordan,Jerash,Hummus,Chickpea dip with spices,Appetizer,2,Snack
Jordan,Karak,Foul,Spiced fava beans,Breakfast Dish,2,Breakfast
Jordan,Karak,Mansaf,Lamb in fermented yogurt with rice,Main Dish,10,Dinner
Jordan,Karak,Maqluba,Rice with meat and vegetables,Main Dish,9,Dinner
Jordan,Karak,Zarb,Bedouin-style underground roast,Main Dish,12,Dinner
Jordan,Karak,Musakhan,Chicken with sumac on bread,Main Dish,8,Lunch
Jordan,Karak,Shawarma,Meat in pita with garlic sauce,Street Food,3,Lunch
Jordan,Karak,Falafel,Chickpea balls with tahini,Street Food,2,Snack
Jordan,Karak,Knafeh,Shredded pastry with cheese,Dessert,3,Snack
Jordan,Karak,Hummus,Chickpea dip with olive oil,Appetizer,2,Snack
Jordan,Madaba,Foul,Fava beans with garlic,Breakfast Dish,2,Breakfast
Jordan,Madaba,Mansaf,Traditional lamb with yogurt and rice,Main Dish,10,Dinner
Jordan,Madaba,Maqluba,Layered rice with meat and vegetables,Main Dish,9,Dinner
Jordan,Madaba,Zarb,Bedouin underground barbecue,Main Dish,12,Dinner
Jordan,Madaba,Musakhan,Chicken with onions and sumac on bread,Main Dish,8,Lunch
Jordan,Madaba,Falafel,Chickpea patties with tahini,Street Food,2,Snack
Jordan,Madaba,Knafeh,Sweet shredded pastry with cheese,Dessert,3,Snack
Jordan,Madaba,Hummus,Chickpea dip with olive oil,Appetizer,2,Snack
Jordan,Madaba,Baklava,Layered pastry with nuts and syrup,Dessert,3,Snack
Jordan,Petra,Foul,Spiced fava beans,Breakfast Dish,2,Breakfast
Jordan,Petra,Zarb,Bedouin-style meat and vegetables cooked underground,Main Dish,12,Dinner
Jordan,Petra,Mansaf,Lamb in yogurt sauce with rice,Main Dish,10,Dinner
Jordan,Petra,Maqluba,Rice with meat and vegetables,Main Dish,9,Dinner
Jordan,Petra,Shorba,Spicy lentil soup,Appetizer,2,Lunch
Jordan,Petra,Falafel,Chickpea fritters in pita,Street Food,2,Snack
Jordan,Petra,Knafeh,Sweet pastry with cheese filling,Dessert,3,Snack
Jordan,Petra,Hummus,Chickpea dip with bread,Appetizer,2,Snack
Jordan,Petra,Qatayef,Pancakes stuffed with nuts or cheese,Dessert,3,Snack
Jordan,Salt,Foul,Fava beans with olive oil,Breakfast Dish,2,Breakfast
Jordan,Salt,Mansaf,Lamb with yogurt sauce over rice,Main Dish,10,Dinner
Jordan,Salt,Maqluba,Upside-down rice with meat,Main Dish,9,Dinner
Jordan,Salt,Zarb,Meat and vegetables cooked underground,Main Dish,12,Dinner
Jordan,Salt,Musakhan,Chicken with onions and sumac,Main Dish,8,Lunch
Jordan,Salt,Shorba,Lentil soup with spices,Appetizer,2,Lunch
Jordan,Salt,Falafel,Chickpea fritters with tahini,Street Food,2,Snack
Jordan,Salt,Knafeh,Sweet cheese pastry,Dessert,3,Snack
Jordan,Salt,Hummus,Chickpea dip with spices,Appetizer,2,Snack
Jordan,Zarqa,Foul,Fava beans with olive oil,Breakfast Dish,2,Breakfast
Jordan,Zarqa,Mansaf,Lamb in yogurt sauce with rice,Main Dish,10,Dinner
Jordan,Zarqa,Maqluba,Rice with meat and vegetables,Main Dish,9,Dinner
Jordan,Zarqa,Musakhan,Chicken with sumac on flatbread,Main Dish,8,Lunch
Jordan,Zarqa,Shawarma,Sliced meat in pita,Street Food,3,Lunch
Jordan,Zarqa,Falafel,Chickpea fritters in pita,Street Food,2,Snack
Jordan,Zarqa,Knafeh,Sweet cheese-filled pastry,Dessert,3,Snack
Jordan,Zarqa,Hummus,Chickpea dip with spices,Appetizer,2,Snack
Jordan,Zarqa,Qatayef,Pancakes with nuts or cheese,Dessert,3,Snack
Lebanon,Baalbek,Manakish Jibneh,"Flatbread topped with melted Akkawi cheese, baked fresh.",Breakfast Dish,2.5,Breakfast
Lebanon,Baalbek,Kibbeh Hamda,"Kibbeh balls in a lemony broth with greens, a local favorite.",Main Dish,7,Dinner
Lebanon,Baalbek,Adas Bil Hamod,"Lentil soup with spinach, garlic, and lemon juice, a comforting dish.",Main Dish,4,Dinner
Lebanon,Baalbek,Hrisseh,"Slow-cooked wheat and lamb porridge, often served at gatherings.",Main Dish,8,Dinner
Lebanon,Baalbek,Shorbet Freekeh,Freekeh (roasted green wheat) soup with chicken and spices.,Main Dish,5,Dinner
Lebanon,Baalbek,Makhlouta,"A hearty stew of mixed legumes and grains, spiced with cumin.",Main Dish,5,Lunch
Lebanon,Baalbek,Fattet Sfiha,"Sfiha pies layered with yogurt and pine nuts, a unique twist.",Main Dish,6,Lunch
Lebanon,Baalbek,Sfiha Baalbakieh,Spicy meat pies with a tangy tomato and pomegranate molasses topping.,Street Food,3,Snack
Lebanon,Baalbek,Qatayef,"Pancakes stuffed with sweet cheese or nuts, fried and soaked in syrup.",Dessert,4,Snack
Lebanon,Baalbek,Znoud El Sit,"Filo rolls filled with cream, fried, and soaked in sugar syrup.",Dessert,4,Snack
Lebanon,Baatroun,Knefeh Bil Jibneh,"Knefeh with a stretchy cheese filling, served hot.",Dessert,4,Breakfast
Lebanon,Baatroun,Kafta Bil Sanieh,Tray-baked kafta with potatoes and tomatoes in a spiced sauce.,Main Dish,6,Dinner
Lebanon,Baatroun,Samkeh Bi Zeit,"Fish fried in olive oil with garlic and lemon, a seaside dish.",Main Dish,9,Dinner
Lebanon,Baatroun,Kibbeh Zgharta,A northern-style kibbeh with a unique spice blend.,Main Dish,7,Dinner
Lebanon,Baatroun,Lahm Mishwi,Grilled meat skewers served with toum and grilled vegetables.,Main Dish,7,Dinner
Lebanon,Baatroun,Fattet Kafta,"Layered kafta with yogurt, pita, and pine nuts, a local specialty.",Main Dish,6,Lunch
Lebanon,Baatroun,Tabbouleh Batrouni,A coastal version of tabbouleh with extra mint and lemon.,Appetizer,4,Lunch
Lebanon,Baatroun,Halloumi Salad,"Grilled halloumi cheese with greens, tomatoes, and olive oil.",Appetizer,5,Lunch
Lebanon,Baatroun,Mafroukeh,"Semolina pudding with nuts and cream, drizzled with syrup.",Dessert,4,Snack
Lebanon,Beirut,Manakish,"Flatbread topped with za’atar (thyme, sesame seeds, sumac) or cheese, baked until crispy.",Breakfast Dish,2,Breakfast
Lebanon,Beirut,Knafeh,"Shredded phyllo pastry layered with sweet cheese, soaked in sugar syrup, often topped with pistachios.",Dessert,4,Breakfast
Lebanon,Beirut,Shawarma,"Marinated meat (chicken or lamb) roasted on a spit, served in pita with garlic sauce and pickles.",Street Food,5,Dinner
Lebanon,Beirut,Kibbeh,"Minced meat and bulgur wheat mixture, often fried or baked, sometimes stuffed with pine nuts.",Main Dish,6,Dinner
Lebanon,Beirut,Baba Ghanoush,"Smoky roasted eggplant blended with tahini, garlic, and lemon juice, served with pita.",Appetizer,3,Dinner
Lebanon,Beirut,Hummus,"A creamy dip made from mashed chickpeas, tahini, garlic, and lemon juice, served with pita bread.",Appetizer,3,Lunch
Lebanon,Beirut,Tabbouleh,"A fresh salad of finely chopped parsley, tomatoes, bulgur, onions, lemon juice, and olive oil.",Appetizer,4,Lunch
Lebanon,Beirut,Fattoush,"A salad of mixed greens, tomatoes, cucumbers, radishes, and fried pita, dressed with sumac and lemon.",Appetizer,4,Lunch
Lebanon,Beirut,Falafel,"Deep-fried patties of ground chickpeas and spices, served in pita with tahini sauce.",Street Food,3,Snack
Lebanon,Beirut,Lahm Bi Ajeen,"Small flatbreads topped with spiced minced meat, onions, and tomatoes, baked until crisp.",Street Food,3,Snack
Lebanon,Byblos,Labneh,"Strained yogurt drizzled with olive oil and served with pita, often garnished with za’atar.",Breakfast Dish,2,Breakfast
Lebanon,Byblos,Mousabbaha,"A chunky hummus variation with whole chickpeas, tahini, and garlic.",Breakfast Dish,3,Breakfast
Lebanon,Byblos,Samkeh Harra,"Spicy baked fish (often sea bass) with a tahini, garlic, and chili sauce.",Main Dish,10,Dinner
Lebanon,Byblos,Kafta,"Grilled skewers of ground lamb or beef mixed with parsley, onions, and spices.",Main Dish,6,Dinner
Lebanon,Byblos,Arak,"An anise-flavored distilled spirit, typically diluted with water and served with mezze.",Appetizer,5,Dinner
Lebanon,Byblos,Shanklish,"Aged cheese balls rolled in za’atar or chili, served with tomatoes and olive oil.",Appetizer,4,Lunch
Lebanon,Byblos,Za’atar Salad,"A simple salad of fresh za’atar leaves, onions, and tomatoes with olive oil.",Appetizer,3,Lunch
Lebanon,Byblos,Fatayer,"Triangular pastries filled with spinach, cheese, or meat, baked until golden.",Street Food,2.5,Snack
Lebanon,Byblos,Sfouf,"A turmeric and semolina cake flavored with anise, often enjoyed with tea.",Dessert,2,Snack
Lebanon,Byblos,Jallab,"A refreshing drink of grape molasses, rose water, and dates, topped with pine nuts.",Dessert,2,Snack
Lebanon,Jounieh,Ejjeh,"Herb and vegetable omelette with parsley, scallions, and spices.",Breakfast Dish,2.5,Breakfast
Lebanon,Jounieh,Sayadiyet Samak,"Fish cooked with rice and spices, served with a side of tahini.",Main Dish,9,Dinner
Lebanon,Jounieh,Kibbeh Sayniyeh,"Tray-baked kibbeh with layers of meat and bulgur, cut into diamonds.",Main Dish,7,Dinner
Lebanon,Jounieh,Batata Mahshi,"Potatoes stuffed with spiced meat and rice, baked in tomato sauce.",Main Dish,6,Dinner
Lebanon,Jounieh,Kibbeh Makli,Fried kibbeh balls with a crunchy exterior and spiced meat filling.,Appetizer,4,Dinner
Lebanon,Jounieh,Shorbet Adas,"Red lentil soup with cumin, garlic, and a squeeze of lemon.",Main Dish,4,Dinner
Lebanon,Jounieh,Fattet Samak,"Layered dish of fish, rice, yogurt, and crispy bread.",Main Dish,7,Lunch
Lebanon,Jounieh,Rocca Salad,"Arugula salad with tomatoes, onions, and a lemon-olive oil dressing.",Appetizer,3,Lunch
Lebanon,Jounieh,Osmallieh,Shredded phyllo layered with cream and soaked in sugar syrup.,Dessert,4,Snack
Lebanon,Jounieh,Halawet El Riz,"Rice-based dessert with cream and sugar syrup, a coastal treat.",Dessert,3,Snack
Lebanon,Sidon,Fattet Hummus,"Layered dish of chickpeas, yogurt, pita, and pine nuts, drizzled with olive oil.",Breakfast Dish,4,Breakfast
Lebanon,Sidon,Sayadieh,A spiced fish and rice dish with caramelized onions and a side of tahini sauce.,Main Dish,8,Dinner
Lebanon,Sidon,Kibbeh Bil Sanieh,"Layered kibbeh baked in a tray with minced meat, bulgur, and pine nuts.",Main Dish,7,Dinner
Lebanon,Sidon,Kousa Mahshi,"Zucchini stuffed with rice and meat, cooked in a tomato broth.",Main Dish,6,Dinner
Lebanon,Sidon,Kibbeh Labanieh,Kibbeh balls cooked in a creamy yogurt sauce with garlic and mint.,Main Dish,7,Dinner
Lebanon,Sidon,Moghrabieh,"Lebanese couscous with chicken, chickpeas, and pearl onions in a spiced broth.",Main Dish,8,Lunch
Lebanon,Sidon,Riz Bi Sharieh,"Rice cooked with vermicelli noodles, often served with chicken or meat.",Main Dish,5,Lunch
Lebanon,Sidon,Aish El Saraya,"A sweet bread pudding with custard and pistachios, soaked in sugar syrup.",Dessert,4,Snack
Lebanon,Sidon,Warbat,"Cream-filled filo pastry triangles drizzled with sugar syrup, a local sweet treat.",Dessert,3,Snack
Lebanon,Sidon,Tahinopita,A sesame seed bread often enjoyed with sweet spreads or as a snack.,Street Food,2,Snack
Lebanon,Tripoli,Foul Medames,"Slow-cooked fava beans with garlic, lemon, and olive oil, served with pita.",Breakfast Dish,2.5,Breakfast
Lebanon,Tripoli,Sfiha,"Open-faced meat pies with spiced lamb or beef, baked until golden, a specialty of the region.",Street Food,3,Dinner
Lebanon,Tripoli,Batata Harra,"Spicy fried potatoes seasoned with garlic, cilantro, and chili, often served as a side.",Appetizer,3,Dinner
Lebanon,Tripoli,Kibbeh Nayyeh,"Raw minced lamb or beef mixed with bulgur and spices, served with olive oil and pita.",Appetizer,6,Dinner
Lebanon,Tripoli,Shish Taouk,"Grilled chicken skewers marinated in garlic, lemon, and yogurt, served with toum sauce.",Main Dish,7,Dinner
Lebanon,Tripoli,Toum,"A potent garlic sauce made with garlic, lemon juice, and oil, served with grilled meats.",Appetizer,2,Dinner
Lebanon,Tripoli,Mujadara,"A lentil and rice dish topped with caramelized onions, seasoned with cumin and olive oil.",Main Dish,4,Lunch
Lebanon,Tripoli,Kaak,"Sesame-crusted bread rings, often enjoyed plain or with za’atar, a popular street snack.",Street Food,1.5,Snack
Lebanon,Tripoli,Halawet El Jibn,"Sweet cheese rolls made with semolina and rose water, drizzled with sugar syrup.",Dessert,4,Snack
Lebanon,Tripoli,Baklava,Layered filo pastry filled with nuts and soaked in honey or sugar syrup.,Dessert,3,Snack
Lebanon,Tyre,Sahlab,A warm milk pudding flavored with rose water and topped with cinnamon and nuts.,Dessert,3,Breakfast
Lebanon,Tyre,Foul Akhdar,"Fresh green fava beans cooked with garlic, cilantro, and olive oil.",Breakfast Dish,3,Breakfast
Lebanon,Tyre,Fattet Makdous,"Layered dish of stuffed eggplants, pita, yogurt, and pine nuts.",Main Dish,6,Dinner
Lebanon,Tyre,Shish Barak,"Dumplings filled with spiced meat, cooked in a yogurt sauce with garlic.",Main Dish,7,Dinner
Lebanon,Tyre,Kibbeh Kras,Fried kibbeh balls stuffed with spiced meat and pine nuts.,Appetizer,4,Dinner
Lebanon,Tyre,Kibbeh Sajiyeh,"Flat kibbeh cooked on a saj (domed griddle), topped with spices and olive oil.",Main Dish,6,Lunch
Lebanon,Tyre,Fattet Batenjen,"Layered dish of fried eggplant, yogurt, pita, and chickpeas.",Main Dish,5,Lunch
Lebanon,Tyre,Namoura,"Semolina cake soaked in sugar syrup, often topped with almonds.",Dessert,3,Snack
Lebanon,Tyre,Arayes,Pita stuffed with spiced minced meat and grilled until crispy.,Street Food,4,Snack
Lebanon,Tyre,Maamoul,"Semolina cookies filled with dates, walnuts, or pistachios, dusted with powdered sugar.",Dessert,2.5,Snack
Lebanon,Zahle,Ashta,A creamy clotted cream dessert served with honey or sugar syrup.,Dessert,3,Breakfast
Lebanon,Zahle,Fattet Laban,"Yogurt layered with pita and chickpeas, garnished with garlic and mint.",Breakfast Dish,4,Breakfast
Lebanon,Zahle,Kibbeh Arnabieh,"Kibbeh balls in a tangy orange and tahini sauce, a Bekaa Valley specialty.",Main Dish,8,Dinner
Lebanon,Zahle,Kafta Meshwi,Grilled kafta patties served with grilled vegetables and tahini.,Main Dish,6,Dinner
Lebanon,Zahle,Batata Bil Kizbara,"Potatoes sautéed with garlic and coriander, a simple side dish.",Appetizer,3,Dinner
Lebanon,Zahle,Laban Immo,"Lamb cooked in yogurt sauce with rice, a hearty Bekaa dish.",Main Dish,8,Dinner
Lebanon,Zahle,Fattet Djaj,"Layered dish of chicken, rice, yogurt, and crispy pita, topped with pine nuts.",Main Dish,6,Lunch
Lebanon,Zahle,Tabbouleh Bekaa Style,A regional tabbouleh with extra bulgur and a heavier lemon dressing.,Appetizer,4,Lunch
Lebanon,Zahle,Meghli,"Spiced rice pudding with cinnamon, anise, and caraway, served for celebrations.",Dessert,3,Snack
Lebanon,Zahle,Riz Bi Haleeb,Rice pudding flavored with rose water and topped with pistachios.,Dessert,3,Snack
Malta,Birgu,Stuffat tal-Fenek,Rabbit stew with tomatoes,Main Dish,10,Dinner
Malta,Birgu,Timpana,Pasta pie with ragù,Main Dish,9,Dinner
Malta,Birgu,Bragioli,Beef olives in tomato sauce,Main Dish,9,Dinner
Malta,Birgu,Ħobż biż-Żejt,Bread with olive oil and tuna,Street Food,3,Lunch
Malta,Birgu,Aljotta,Fish soup with herbs,Main Dish,7,Lunch
Malta,Birgu,Pastizzi,Flaky pastry with ricotta or peas,Street Food,1,Snack
Malta,Birgu,Qagħaq tal-Għasel,Treacle rings,Dessert,2,Snack
Malta,Birgu,Bigilla,Broad bean dip,Appetizer,3,Snack
Malta,Birgu,Kannoli,Ricotta-filled pastry,Dessert,3,Snack
Malta,Għarb,Stuffat tal-Fenek,Rabbit stew with wine,Main Dish,10,Dinner
Malta,Għarb,Ravjul bil-Ġbejna,Cheese-filled ravioli,Main Dish,8,Dinner
Malta,Għarb,Ftira Għawdxija,Flatbread with cheese or potatoes,Street Food,4,Lunch
Malta,Għarb,Imqarrun il-Forn,Baked macaroni,Main Dish,8,Lunch
Malta,Għarb,Kapunata,Vegetable stew,Appetizer,4,Lunch
Malta,Għarb,Pastizzi,Ricotta or pea pastry,Street Food,1,Snack
Malta,Għarb,Ġbejna t’Għawdex,Gozitan cheeselet,Appetizer,4,Snack
Malta,Għarb,Qagħaq tal-Għasel,Honey rings,Dessert,2,Snack
Malta,Għarb,Imqaret,Date pastries,Dessert,2,Snack
Malta,Marsaxlokk,Lampuki Pie,Dolphinfish pie with olives,Main Dish,10,Dinner
Malta,Marsaxlokk,Stuffat tal-Qarnit,Octopus stew,Main Dish,9,Dinner
Malta,Marsaxlokk,Zalzett Malti,Spiced Maltese sausage,Main Dish,5,Dinner
